UF,codMun,AreaPrestacao
PR,4116109,Setor 19
PR,4116208,Setor 19
PR,4116307,Setor 19
PR,4116406,Setor 19
PR,4116505,Setor 19
PR,4116604,Setor 19
PR,4116703,Setor 19
PR,4116802,Setor 19
PR,4116901,Setor 19
PR,4116950,Setor 19
PR,4117008,Setor 19
PR,4117057,Setor 19
PR,4117107,Setor 19
PR,4117206,Setor 19
PR,4117214,Setor 19
PR,4117222,Setor 19
PR,4117255,Setor 19
PR,4117271,Setor 19
PR,4117297,Setor 19
PR,4117305,Setor 19
PR,4117404,Setor 19
PR,4117453,Setor 19
PR,4117503,Setor 19
PR,4117602,Setor 19
PR,4117701,Setor 19
PR,4117800,Setor 19
PR,4117909,Setor 19
PR,4118006,Setor 19
PR,4118105,Setor 19
PR,4118204,Setor 19
PR,4118303,Setor 19
PR,4118402,Setor 19
PR,4118451,Setor 19
PR,4118501,Setor 19
PR,4118600,Setor 19
PR,4118709,Setor 19
PR,4118808,Setor 19
PR,4118857,Setor 19
PR,4118907,Setor 19
PR,4119004,Setor 19
PR,4119103,Setor 19
PR,4119152,Setor 19
PR,4119202,Setor 19
PR,4119251,Setor 19
PR,4119301,Setor 19
PR,4119400,Setor 19
PR,4119509,Setor 19
PR,4119608,Setor 19
PR,4119657,Setor 19
PR,4119707,Setor 19
PR,4119806,Setor 19
PR,4119905,Setor 19
PR,4119954,Setor 19
PR,4120002,Setor 19
PR,4120101,Setor 19
PR,4120150,Setor 19
PR,4120200,Setor 19
PR,4120309,Setor 19
PR,4120333,Setor 19
PR,4120358,Setor 19
PR,4120408,Setor 19
PR,4120507,Setor 19
PR,4120606,Setor 19
PR,4120655,Setor 19
PR,4120705,Setor 19
PR,4120804,Setor 19
PR,4120853,Setor 19
PR,4120903,Setor 19
PR,4121000,Setor 19
PR,4121109,Setor 19
PR,4121208,Setor 19
PR,4121257,Setor 19
PR,4121307,Setor 19
PR,4121356,Setor 19
PR,4121406,Setor 19
PR,4121505,Setor 19
PR,4121604,Setor 19
PR,4121703,Setor 19
PR,4121752,Setor 19
PR,4121802,Setor 19
PR,4121901,Setor 19
PR,4122008,Setor 19
PR,4122107,Setor 19
PR,4122156,Setor 19
PR,4122172,Setor 19
PR,4122206,Setor 19
PR,4122305,Setor 19
PR,4122404,Setor 19
PR,4122503,Setor 19
PR,4122602,Setor 19
PR,4122651,Setor 19
PR,4122701,Setor 19
PR,4122800,Setor 19
PR,4122909,Setor 19
PR,4123006,Setor 19
PR,4123105,Setor 19
PR,4123204,Setor 19
PR,4123303,Setor 19
PR,4123402,Setor 19
PR,4123501,Setor 19
PR,4123600,Setor 19
PR,4123709,Setor 19
PR,4123808,Setor 19
PR,4123824,Setor 19
PR,4123857,Setor 19
PR,4123907,Setor 19
PR,4123956,Setor 19
PR,4124004,Setor 19
PR,4124020,Setor 19
PR,4124053,Setor 19
PR,4124103,Setor 19
PR,4124202,Setor 19
PR,4124301,Setor 19
PR,4124400,Setor 19
PR,4124509,Setor 19
PR,4124608,Setor 19
PR,4124707,Setor 19
PR,4124806,Setor 19
PR,4124905,Setor 19
PR,4125001,Setor 19
PR,4125100,Setor 19
PR,4125209,Setor 19
PR,4125308,Setor 19
PR,4125357,Setor 19
PR,4125407,Setor 19
PR,4125456,Setor 19
PR,4125506,Setor 19
PR,4125555,Setor 19
PR,4125605,Setor 19
PR,4125704,Setor 19
PR,4125753,Setor 19
PR,4125803,Setor 19
PR,4125902,Setor 19
PR,4126009,Setor 19
PR,4126108,Setor 19
PR,4126207,Setor 19
PR,4126256,Setor 19
PR,4126272,Setor 19
PR,4126306,Setor 19
PR,4126355,Setor 19
PR,4126405,Setor 19
PR,4126504,Setor 19
PR,4126603,Setor 19
PR,4126652,Setor 19
PR,4126702,Setor 19
PR,4126801,Setor 19
PR,4126900,Setor 19
PR,4127007,Setor 19
PR,4127106,Setor 19
PR,4127205,Setor 19
PR,4127304,Setor 19
PR,4127403,Setor 19
PR,4127502,Setor 19
PR,4127601,Setor 19
PR,4127700,Setor 19
PR,4127809,Setor 19
PR,4127858,Setor 19
PR,4127882,Setor 19
PR,4127908,Setor 19
PR,4127957,Setor 19
PR,4127965,Setor 19
PR,4128005,Setor 19
PR,4128104,Setor 19
PR,4128203,Setor 19
PR,4128302,Setor 19
PR,4128401,Setor 19
PR,4128500,Setor 19
PR,4128534,Setor 19
PR,4128559,Setor 19
PR,4128609,Setor 19
PR,4128625,Setor 19
PR,4128633,Setor 19
PR,4128658,Setor 19
PR,4128708,Setor 19
PR,4128807,Setor 19
PR,4113700,Setor 20
PR,4126678,Setor 20
MS,5000203,Setor 21
MS,5000252,Setor 21
MS,5000609,Setor 21
MS,5000708,Setor 21
MS,5000807,Setor 21
MS,5000856,Setor 21
MS,5000906,Setor 21
MS,5001003,Setor 21
MS,5001102,Setor 21
MS,5001243,Setor 21
MS,5001508,Setor 21
MS,5001904,Setor 21
MS,5002001,Setor 21
MS,5002100,Setor 21
MS,5002159,Setor 21
MS,5002209,Setor 21
MS,5002308,Setor 21
MS,5002407,Setor 21
MS,5002605,Setor 21
MS,5002704,Setor 21
MS,5002803,Setor 21
MS,5002902,Setor 21
MS,5002951,Setor 21
MS,5003108,Setor 21
MS,5003157,Setor 21
MS,5003207,Setor 21
MS,5003256,Setor 21
MS,5003306,Setor 21
MS,5003454,Setor 21
MS,5003488,Setor 21
MS,5003504,Setor 21
MS,5003702,Setor 21
MS,5003751,Setor 21
MS,5003801,Setor 21
MS,5003900,Setor 21
MS,5004007,Setor 21
MS,5004106,Setor 21
MS,5004304,Setor 21
MS,5004403,Setor 21
MS,5004502,Setor 21
MS,5004601,Setor 21
MS,5004700,Setor 21
MS,5004809,Setor 21
MS,5004908,Setor 21
MS,5005004,Setor 21
MS,5005103,Setor 21
MS,5005152,Setor 21
MS,5005202,Setor 21
MS,5005251,Setor 21
MS,5005400,Setor 21
MS,5005608,Setor 21
MS,5005681,Setor 21
MS,5005707,Setor 21
MS,5005806,Setor 21
MS,5006002,Setor 21
MS,5006200,Setor 21
MS,5006259,Setor 21
MS,5006275,Setor 21
MS,5006358,Setor 21
MS,5006408,Setor 21
MS,5006606,Setor 21
MS,5006903,Setor 21
MS,5007109,Setor 21
MS,5007208,Setor 21
MS,5007307,Setor 21
MS,5007406,Setor 21
MS,5007505,Setor 21
MS,5007554,Setor 21
MS,5007695,Setor 21
MS,5007703,Setor 21
MS,5007802,Setor 21
MS,5007901,Setor 21
MS,5007935,Setor 21
MS,5007950,Setor 21
MS,5007976,Setor 21
MS,5008008,Setor 21
MS,5008305,Setor 21
MS,5008404,Setor 21
MS,5006309,Setor 22
GO,5200050,Setor 24
GO,5200100,Setor 24
GO,5200134,Setor 24
GO,5200159,Setor 24
GO,5200175,Setor 24
GO,5200209,Setor 24
GO,5200258,Setor 24
GO,5200308,Setor 24
GO,5200506,Setor 24
GO,5200555,Setor 24
GO,5200605,Setor 24
GO,5200803,Setor 24
GO,5200829,Setor 24
GO,5200852,Setor 24
GO,5200902,Setor 24
GO,5201108,Setor 24
GO,5201207,Setor 24
GO,5201306,Setor 24
GO,5201405,Setor 24
GO,5201454,Setor 24
GO,5201504,Setor 24
GO,5201603,Setor 24
GO,5201702,Setor 24
GO,5201801,Setor 24
GO,5202155,Setor 24
GO,5202353,Setor 24
GO,5202502,Setor 24
GO,5202601,Setor 24
GO,5202809,Setor 24
GO,5203104,Setor 24
GO,5203203,Setor 24
GO,5203302,Setor 24
GO,5203401,Setor 24
GO,5203500,Setor 24
GO,5203559,Setor 24
GO,5203575,Setor 24
GO,5203609,Setor 24
GO,5203807,Setor 24
GO,5203939,Setor 24
GO,5203962,Setor 24
GO,5204003,Setor 24
GO,5204102,Setor 24
GO,5204201,Setor 24
GO,5204300,Setor 24
GO,5204409,Setor 24
GO,5204508,Setor 24
GO,5204557,Setor 24
GO,5204607,Setor 24
GO,5204656,Setor 24
GO,5204706,Setor 24
GO,5204805,Setor 24
GO,5204854,Setor 24
GO,5204904,Setor 24
GO,5204953,Setor 24
GO,5205000,Setor 24
GO,5205059,Setor 24
GO,5205109,Setor 24
GO,5205208,Setor 24
GO,5205307,Setor 24
GO,5205406,Setor 24
GO,5205455,Setor 24
GO,5205471,Setor 24
GO,5205497,Setor 24
GO,5205513,Setor 24
GO,5205521,Setor 24
GO,5205703,Setor 24
GO,5205802,Setor 24
GO,5205901,Setor 24
GO,5206206,Setor 24
GO,5206305,Setor 24
GO,5206404,Setor 24
GO,5206503,Setor 24
GO,5206602,Setor 24
GO,5206701,Setor 24
GO,5206800,Setor 24
GO,5206909,Setor 24
GO,5207105,Setor 24
GO,5207253,Setor 24
GO,5207352,Setor 24
GO,5207402,Setor 24
GO,5207501,Setor 24
GO,5207535,Setor 24
GO,5207600,Setor 24
GO,5207808,Setor 24
GO,5207907,Setor 24
GO,5208004,Setor 24
GO,5208103,Setor 24
GO,5208152,Setor 24
GO,5208301,Setor 24
GO,5208400,Setor 24
GO,5208509,Setor 24
GO,5208608,Setor 24
GO,5208707,Setor 24
GO,5208806,Setor 24
GO,5208905,Setor 24
GO,5209101,Setor 24
GO,5209150,Setor 24
GO,5209200,Setor 24
GO,5209291,Setor 24
GO,5209408,Setor 24
GO,5209457,Setor 24
GO,5209606,Setor 24
GO,5209705,Setor 24
GO,5209804,Setor 24
GO,5209903,Setor 24
GO,5209952,Setor 24
GO,5210000,Setor 24
GO,5210109,Setor 24
GO,5210158,Setor 24
GO,5210208,Setor 24
GO,5210307,Setor 24
GO,5210406,Setor 24
GO,5210562,Setor 24
GO,5210604,Setor 24
GO,5210802,Setor 24
GO,5210901,Setor 24
GO,5211008,Setor 24
GO,5211206,Setor 24
GO,5211305,Setor 24
GO,5211404,Setor 24
GO,5211602,Setor 24
GO,5211701,Setor 24
GO,5211800,Setor 24
GO,5211909,Setor 24
GO,5212006,Setor 24
GO,5212055,Setor 24
GO,5212105,Setor 24
GO,5212204,Setor 24
GO,5212253,Setor 24
GO,5212303,Setor 24
GO,5212501,Setor 24
GO,5212600,Setor 24
GO,5212709,Setor 24
GO,5212808,Setor 24
GO,5212907,Setor 24
GO,5212956,Setor 24
GO,5213004,Setor 24
GO,5213053,Setor 24
GO,5213087,Setor 24
GO,5213103,Setor 24
GO,5213400,Setor 24
GO,5213509,Setor 24
GO,5213707,Setor 24
GO,5213756,Setor 24
GO,5213772,Setor 24
GO,5213806,Setor 24
GO,5213855,Setor 24
GO,5213905,Setor 24
GO,5214002,Setor 24
GO,5214051,Setor 24
GO,5214101,Setor 24
GO,5214408,Setor 24
GO,5214507,Setor 24
GO,5214606,Setor 24
GO,5214705,Setor 24
GO,5214804,Setor 24
GO,5214838,Setor 24
GO,5214861,Setor 24
GO,5214879,Setor 24
GO,5214903,Setor 24
GO,5215009,Setor 24
GO,5215207,Setor 24
GO,5215231,Setor 24
GO,5215256,Setor 24
GO,5215306,Setor 24
GO,5215405,Setor 24
GO,5215504,Setor 24
GO,5215603,Setor 24
GO,5215652,Setor 24
GO,5215702,Setor 24
GO,5215801,Setor 24
GO,5215900,Setor 24
GO,5216007,Setor 24
GO,5216403,Setor 24
GO,5216452,Setor 24
GO,5216809,Setor 24
GO,5216908,Setor 24
GO,5217104,Setor 24
GO,5217203,Setor 24
GO,5217302,Setor 24
GO,5217401,Setor 24
GO,5217609,Setor 24
GO,5217708,Setor 24
GO,5218003,Setor 24
GO,5218052,Setor 24
GO,5218102,Setor 24
GO,5218300,Setor 24
GO,5218391,Setor 24
GO,5218508,Setor 24
GO,5218607,Setor 24
GO,5218706,Setor 24
GO,5218789,Setor 24
GO,5218805,Setor 24
GO,5218904,Setor 24
GO,5219001,Setor 24
GO,5219100,Setor 24
GO,5219209,Setor 24
GO,5219258,Setor 24
GO,5219308,Setor 24
GO,5219357,Setor 24
GO,5219407,Setor 24
GO,5219456,Setor 24
GO,5219506,Setor 24
GO,5219605,Setor 24
GO,5219704,Setor 24
GO,5219712,Setor 24
GO,5219738,Setor 24
GO,5219753,Setor 24
GO,5219803,Setor 24
GO,5219902,Setor 24
GO,5220009,Setor 24
GO,5220058,Setor 24
GO,5220108,Setor 24
GO,5220157,Setor 24
GO,5220207,Setor 24
GO,5220264,Setor 24
GO,5220280,Setor 24
GO,5220454,Setor 24
GO,5220504,Setor 24
GO,5220603,Setor 24
GO,5220686,Setor 24
GO,5220702,Setor 24
GO,5221007,Setor 24
GO,5221080,Setor 24
GO,5221197,Setor 24
GO,5221304,Setor 24
GO,5221403,Setor 24
GO,5221452,Setor 24
GO,5221502,Setor 24
GO,5221551,Setor 24
GO,5221577,Setor 24
GO,5221601,Setor 24
GO,5221700,Setor 24
GO,5221809,Setor 24
GO,5221858,Setor 24
GO,5221908,Setor 24
GO,5222005,Setor 24
GO,5222054,Setor 24
GO,5222203,Setor 24
GO,5222302,Setor 24
TO,1700251,Setor 24
TO,1700301,Setor 24
TO,1700350,Setor 24
TO,1700400,Setor 24
TO,1700707,Setor 24
TO,1701002,Setor 24
TO,1701051,Setor 24
TO,1701101,Setor 24
TO,1701309,Setor 24
TO,1701903,Setor 24
TO,1702000,Setor 24
TO,1702109,Setor 24
TO,1702158,Setor 24
TO,1702208,Setor 24
TO,1702307,Setor 24
TO,1702406,Setor 24
TO,1702554,Setor 24
TO,1702703,Setor 24
TO,1702901,Setor 24
TO,1703008,Setor 24
TO,1703057,Setor 24
TO,1703073,Setor 24
TO,1703107,Setor 24
TO,1703206,Setor 24
TO,1703305,Setor 24
TO,1703602,Setor 24
TO,1703701,Setor 24
TO,1703800,Setor 24
TO,1703826,Setor 24
TO,1703842,Setor 24
TO,1703867,Setor 24
TO,1703883,Setor 24
TO,1703891,Setor 24
TO,1703909,Setor 24
TO,1704105,Setor 24
TO,1704600,Setor 24
TO,1705102,Setor 24
TO,1705508,Setor 24
TO,1705557,Setor 24
TO,1705607,Setor 24
TO,1706001,Setor 24
TO,1706100,Setor 24
TO,1706258,Setor 24
TO,1706506,Setor 24
TO,1707009,Setor 24
TO,1707108,Setor 24
TO,1707207,Setor 24
TO,1707306,Setor 24
TO,1707405,Setor 24
TO,1707553,Setor 24
TO,1707652,Setor 24
TO,1707702,Setor 24
TO,1708205,Setor 24
TO,1708254,Setor 24
TO,1708304,Setor 24
TO,1709005,Setor 24
TO,1709302,Setor 24
TO,1709500,Setor 24
TO,1709807,Setor 24
TO,1710508,Setor 24
TO,1710706,Setor 24
TO,1710904,Setor 24
TO,1711100,Setor 24
TO,1711506,Setor 24
TO,1711803,Setor 24
TO,1711902,Setor 24
TO,1711951,Setor 24
TO,1712009,Setor 24
TO,1712157,Setor 24
TO,1712405,Setor 24
TO,1712454,Setor 24
TO,1712504,Setor 24
TO,1712702,Setor 24
TO,1712801,Setor 24
TO,1713205,Setor 24
TO,1713304,Setor 24
TO,1713601,Setor 24
TO,1713700,Setor 24
TO,1713809,Setor 24
TO,1713957,Setor 24
TO,1714203,Setor 24
TO,1714302,Setor 24
TO,1714880,Setor 24
TO,1715002,Setor 24
TO,1715101,Setor 24
TO,1715150,Setor 24
TO,1715259,Setor 24
TO,1715507,Setor 24
TO,1715705,Setor 24
TO,1715754,Setor 24
TO,1716109,Setor 24
TO,1716208,Setor 24
TO,1716307,Setor 24
TO,1716505,Setor 24
TO,1716604,Setor 24
TO,1716653,Setor 24
TO,1716703,Setor 24
TO,1717008,Setor 24
TO,1717206,Setor 24
TO,1717503,Setor 24
TO,1717800,Setor 24
TO,1717909,Setor 24
TO,1718006,Setor 24
TO,1718204,Setor 24
TO,1718303,Setor 24
TO,1718402,Setor 24
TO,1718451,Setor 24
TO,1718501,Setor 24
TO,1718550,Setor 24
TO,1718659,Setor 24
TO,1718709,Setor 24
TO,1718758,Setor 24
TO,1718808,Setor 24
TO,1718840,Setor 24
TO,1718865,Setor 24
TO,1718881,Setor 24
TO,1718899,Setor 24
TO,1718907,Setor 24
TO,1719004,Setor 24
TO,1720002,Setor 24
TO,1720101,Setor 24
TO,1720150,Setor 24
TO,1720200,Setor 24
TO,1720259,Setor 24
TO,1720309,Setor 24
TO,1720499,Setor 24
TO,1720655,Setor 24
TO,1720804,Setor 24
TO,1720853,Setor 24
TO,1720903,Setor 24
TO,1720937,Setor 24
TO,1720978,Setor 24
TO,1721000,Setor 24
TO,1721109,Setor 24
TO,1721208,Setor 24
TO,1721257,Setor 24
TO,1721307,Setor 24
TO,1722081,Setor 24
TO,1722107,Setor 24
GO,5203906,Setor 25
GO,5204250,Setor 25
GO,5209937,Setor 25
GO,5211503,Setor 25
GO,5216304,Setor 25
GO,5220405,Setor 25
DF,5300108,Setor 26
RS,4300034,Setor 29
RS,4300059,Setor 29
RS,4300109,Setor 29
RS,4300208,Setor 29
RS,4300307,Setor 29
RS,4300406,Setor 29
RS,4300455,Setor 29
RS,4300471,Setor 29
RS,4300505,Setor 29
RS,4300554,Setor 29
RS,4300570,Setor 29
RS,4300604,Setor 29
RS,4300638,Setor 29
RS,4300646,Setor 29
RS,4300661,Setor 29
RS,4300703,Setor 29
RS,4300802,Setor 29
RS,4300851,Setor 29
RS,4300877,Setor 29
RS,4300901,Setor 29
RS,4301008,Setor 29
RS,4301057,Setor 29
RS,4301107,Setor 29
RS,4301206,Setor 29
RS,4301305,Setor 29
RS,4301404,Setor 29
RS,4301503,Setor 29
RS,4301552,Setor 29
RS,4301602,Setor 29
RS,4301636,Setor 29
RS,4301651,Setor 29
RS,4301701,Setor 29
RS,4301750,Setor 29
RS,4301800,Setor 29
RS,4301859,Setor 29
RS,4301875,Setor 29
RS,4301909,Setor 29
RS,4301925,Setor 29
RS,4301958,Setor 29
RS,4302006,Setor 29
RS,4302055,Setor 29
RS,4302105,Setor 29
RS,4302154,Setor 29
RS,4302204,Setor 29
RS,4302220,Setor 29
RS,4302238,Setor 29
RS,4302253,Setor 29
RS,4302303,Setor 29
RS,4302352,Setor 29
RS,4302378,Setor 29
RS,4302402,Setor 29
RS,4302451,Setor 29
RS,4302501,Setor 29
RS,4302584,Setor 29
RS,4302600,Setor 29
RS,4302659,Setor 29
RS,4302709,Setor 29
RS,4302808,Setor 29
RS,4302907,Setor 29
RS,4303004,Setor 29
RS,4303103,Setor 29
RS,4303202,Setor 29
RS,4303301,Setor 29
RS,4303400,Setor 29
RS,4303509,Setor 29
RS,4303558,Setor 29
RS,4303608,Setor 29
RS,4303673,Setor 29
RS,4303707,Setor 29
RS,4303806,Setor 29
RS,4303905,Setor 29
RS,4304002,Setor 29
RS,4304101,Setor 29
RS,4304200,Setor 29
RS,4304309,Setor 29
RS,4304358,Setor 29
RS,4304408,Setor 29
RS,4304507,Setor 29
RS,4304606,Setor 29
RS,4304614,Setor 29
RS,4304622,Setor 29
RS,4304630,Setor 29
RS,4304655,Setor 29
RS,4304671,Setor 29
RS,4304689,Setor 29
RS,4304697,Setor 29
RS,4304705,Setor 29
RS,4304713,Setor 29
RS,4304804,Setor 29
RS,4304853,Setor 29
RS,4304903,Setor 29
RS,4304952,Setor 29
RS,4305009,Setor 29
RS,4305108,Setor 29
RS,4305116,Setor 29
RS,4305124,Setor 29
RS,4305132,Setor 29
RS,4305157,Setor 29
RS,4305173,Setor 29
RS,4305207,Setor 29
RS,4305306,Setor 29
RS,4305355,Setor 29
RS,4305371,Setor 29
RS,4305405,Setor 29
RS,4305439,Setor 29
RS,4305447,Setor 29
RS,4305454,Setor 29
RS,4305504,Setor 29
RS,4305587,Setor 29
RS,4305603,Setor 29
RS,4305702,Setor 29
RS,4305801,Setor 29
RS,4305835,Setor 29
RS,4305850,Setor 29
RS,4305871,Setor 29
RS,4305900,Setor 29
RS,4305934,Setor 29
RS,4305959,Setor 29
RS,4305975,Setor 29
RS,4306007,Setor 29
RS,4306056,Setor 29
RS,4306072,Setor 29
RS,4306106,Setor 29
RS,4306130,Setor 29
RS,4306205,Setor 29
RS,4306304,Setor 29
RS,4306320,Setor 29
RS,4306353,Setor 29
RS,4306379,Setor 29
RS,4306403,Setor 29
RS,4306429,Setor 29
RS,4306452,Setor 29
RS,4306502,Setor 29
RS,4306551,Setor 29
RS,4306601,Setor 29
RS,4306700,Setor 29
RS,4306734,Setor 29
RS,4306759,Setor 29
RS,4306767,Setor 29
RS,4306809,Setor 29
RS,4306908,Setor 29
RS,4306924,Setor 29
RS,4306932,Setor 29
RS,4306957,Setor 29
RS,4306973,Setor 29
RS,4307005,Setor 29
RS,4307054,Setor 29
RS,4307104,Setor 29
RS,4307203,Setor 29
RS,4307302,Setor 29
RS,4307401,Setor 29
RS,4307450,Setor 29
RS,4307500,Setor 29
RS,4307559,Setor 29
RS,4307609,Setor 29
RS,4307708,Setor 29
RS,4307807,Setor 29
RS,4307815,Setor 29
RS,4307831,Setor 29
RS,4307864,Setor 29
RS,4307906,Setor 29
RS,4308003,Setor 29
RS,4308052,Setor 29
RS,4308078,Setor 29
RS,4308102,Setor 29
RS,4308201,Setor 29
RS,4308250,Setor 29
RS,4308300,Setor 29
RS,4308409,Setor 29
RS,4308433,Setor 29
RS,4308458,Setor 29
RS,4308508,Setor 29
RS,4308607,Setor 29
RS,4308656,Setor 29
RS,4308706,Setor 29
RS,4308805,Setor 29
RS,4308854,Setor 29
RS,4308904,Setor 29
RS,4309001,Setor 29
RS,4309050,Setor 29
RS,4309100,Setor 29
RS,4309126,Setor 29
RS,4309159,Setor 29
RS,4309209,Setor 29
RS,4309258,Setor 29
RS,4309308,Setor 29
RS,4309407,Setor 29
RS,4309506,Setor 29
RS,4309555,Setor 29
RS,4309571,Setor 29
RS,4309605,Setor 29
RS,4309654,Setor 29
RS,4309704,Setor 29
RS,4309753,Setor 29
RS,4309803,Setor 29
RS,4309902,Setor 29
RS,4309951,Setor 29
RS,4310009,Setor 29
RS,4310108,Setor 29
RS,4310207,Setor 29
RS,4310306,Setor 29
RS,4310330,Setor 29
RS,4310363,Setor 29
RS,4310405,Setor 29
RS,4310413,Setor 29
RS,4310439,Setor 29
RS,4310462,Setor 29
RS,4310504,Setor 29
RS,4310538,Setor 29
RS,4310553,Setor 29
RS,4310579,Setor 29
RS,4310603,Setor 29
RS,4310652,Setor 29
RS,4310702,Setor 29
RS,4310751,Setor 29
RS,4310801,Setor 29
RS,4310850,Setor 29
RS,4310876,Setor 29
RS,4310900,Setor 29
RS,4311007,Setor 29
RS,4311106,Setor 29
RS,4311122,Setor 29
RS,4311130,Setor 29
RS,4311155,Setor 29
RS,4311205,Setor 29
RS,4311239,Setor 29
RS,4311254,Setor 29
RS,4311270,Setor 29
RS,4311304,Setor 29
RS,4311403,Setor 29
RS,4311429,Setor 29
RS,4311502,Setor 29
RS,4311601,Setor 29
RS,4311627,Setor 29
RS,4311643,Setor 29
RS,4311700,Setor 29
RS,4311718,Setor 29
RS,4311734,Setor 29
RS,4311759,Setor 29
RS,4311775,Setor 29
RS,4311791,Setor 29
RS,4311809,Setor 29
RS,4311908,Setor 29
RS,4311981,Setor 29
RS,4312005,Setor 29
RS,4312054,Setor 29
RS,4312104,Setor 29
RS,4312138,Setor 29
RS,4312153,Setor 29
RS,4312179,Setor 29
RS,4312203,Setor 29
RS,4312252,Setor 29
RS,4312302,Setor 29
RS,4312351,Setor 29
RS,4312377,Setor 29
RS,4312385,Setor 29
RS,4312401,Setor 29
RS,4312427,Setor 29
RS,4312443,Setor 29
RS,4312476,Setor 29
RS,4312500,Setor 29
RS,4312609,Setor 29
RS,4312617,Setor 29
RS,4312625,Setor 29
RS,4312658,Setor 29
RS,4312674,Setor 29
RS,4312708,Setor 29
RS,4312757,Setor 29
RS,4312807,Setor 29
RS,4312906,Setor 29
RS,4312955,Setor 29
RS,4313003,Setor 29
RS,4313011,Setor 29
RS,4313037,Setor 29
RS,4313060,Setor 29
RS,4313086,Setor 29
RS,4313102,Setor 29
RS,4313201,Setor 29
RS,4313300,Setor 29
RS,4313334,Setor 29
RS,4313359,Setor 29
RS,4313375,Setor 29
RS,4313391,Setor 29
RS,4313409,Setor 29
RS,4313425,Setor 29
RS,4313441,Setor 29
RS,4313466,Setor 29
RS,4313490,Setor 29
RS,4313508,Setor 29
RS,4313607,Setor 29
RS,4313656,Setor 29
RS,4313706,Setor 29
RS,4313805,Setor 29
RS,4313904,Setor 29
RS,4313953,Setor 29
RS,4314001,Setor 29
RS,4314027,Setor 29
RS,4314035,Setor 29
RS,4314050,Setor 29
RS,4314068,Setor 29
RS,4314076,Setor 29
RS,4314100,Setor 29
RS,4314134,Setor 29
RS,4314159,Setor 29
RS,4314175,Setor 29
RS,4314209,Setor 29
RS,4314308,Setor 29
RS,4314423,Setor 29
RS,4314456,Setor 29
RS,4314464,Setor 29
RS,4314472,Setor 29
RS,4314498,Setor 29
RS,4314506,Setor 29
RS,4314548,Setor 29
RS,4314555,Setor 29
RS,4314605,Setor 29
RS,4314704,Setor 29
RS,4314753,Setor 29
RS,4314779,Setor 29
RS,4314787,Setor 29
RS,4314803,Setor 29
RS,4314902,Setor 29
RS,4315008,Setor 29
RS,4315057,Setor 29
RS,4315073,Setor 29
RS,4315107,Setor 29
RS,4315131,Setor 29
RS,4315149,Setor 29
RS,4315156,Setor 29
RS,4315172,Setor 29
RS,4315206,Setor 29
RS,4315305,Setor 29
RS,4315313,Setor 29
RS,4315321,Setor 29
RS,4315354,Setor 29
RS,4315404,Setor 29
RS,4315453,Setor 29
RS,4315503,Setor 29
RS,4315552,Setor 29
RS,4315602,Setor 29
RS,4315701,Setor 29
RS,4315750,Setor 29
RS,4315800,Setor 29
RS,4315909,Setor 29
RS,4315958,Setor 29
RS,4316006,Setor 29
RS,4316105,Setor 29
RS,4316204,Setor 29
RS,4316303,Setor 29
RS,4316402,Setor 29
RS,4316428,Setor 29
RS,4316436,Setor 29
RS,4316451,Setor 29
RS,4316477,Setor 29
RS,4316501,Setor 29
RS,4316600,Setor 29
RS,4316709,Setor 29
RS,4316733,Setor 29
RS,4316758,Setor 29
RS,4316808,Setor 29
RS,4316907,Setor 29
RS,4316956,Setor 29
RS,4316972,Setor 29
RS,4317004,Setor 29
RS,4317103,Setor 29
RS,4317202,Setor 29
RS,4317251,Setor 29
RS,4317301,Setor 29
RS,4317400,Setor 29
RS,4317509,Setor 29
RS,4317558,Setor 29
RS,4317608,Setor 29
RS,4317707,Setor 29
RS,4317756,Setor 29
RS,4317806,Setor 29
RS,4317905,Setor 29
RS,4317954,Setor 29
RS,4318002,Setor 29
RS,4318051,Setor 29
RS,4318101,Setor 29
RS,4318200,Setor 29
RS,4318309,Setor 29
RS,4318408,Setor 29
RS,4318424,Setor 29
RS,4318432,Setor 29
RS,4318440,Setor 29
RS,4318457,Setor 29
RS,4318465,Setor 29
RS,4318481,Setor 29
RS,4318499,Setor 29
RS,4318507,Setor 29
RS,4318606,Setor 29
RS,4318614,Setor 29
RS,4318622,Setor 29
RS,4318705,Setor 29
RS,4318804,Setor 29
RS,4318903,Setor 29
RS,4319000,Setor 29
RS,4319109,Setor 29
RS,4319125,Setor 29
RS,4319158,Setor 29
RS,4319208,Setor 29
RS,4319307,Setor 29
RS,4319356,Setor 29
RS,4319364,Setor 29
RS,4319372,Setor 29
RS,4319406,Setor 29
RS,4319505,Setor 29
RS,4319604,Setor 29
RS,4319703,Setor 29
RS,4319711,Setor 29
RS,4319737,Setor 29
RS,4319752,Setor 29
RS,4319802,Setor 29
RS,4319901,Setor 29
RS,4320008,Setor 29
RS,4320107,Setor 29
RS,4320206,Setor 29
RS,4320230,Setor 29
RS,4320263,Setor 29
RS,4320305,Setor 29
RS,4320321,Setor 29
RS,4320354,Setor 29
RS,4320404,Setor 29
RS,4320453,Setor 29
RS,4320503,Setor 29
RS,4320552,Setor 29
RS,4320578,Setor 29
RS,4320602,Setor 29
RS,4320651,Setor 29
RS,4320677,Setor 29
RS,4320701,Setor 29
RS,4320800,Setor 29
